,time,source,dest,call
11340721,1383327600000,7853,1005,0.00032274080769358125
11340722,1383327600000,7853,1012,0.00011635372702667827
11340723,1383327600000,7853,1103,0.000575644516267651
11340724,1383327600000,7853,1117,0.000427147649814781
11340725,1383292200000,7853,1131,0.0006706979301306879
11340726,1383327600000,7853,1201,0.000575644516267651
11340727,1383327600000,7853,1215,0.00017936612146810386
11340728,1383293400000,7853,1669,0.0024184992153548877
11340729,1383293400000,7853,1767,0.003816126534750881
11340730,1383293400000,7853,1774,0.00015024750824692564
11340731,1383293400000,7853,1872,0.003615098088602808
11340732,1383301800000,7853,1909,4.999967109264116e-05
11340733,1383328800000,7853,1909,0.00027807167426031757
11340734,1383330600000,7853,1954,0.002246306648423177
11340735,1383293400000,7853,1970,0.003816126534750881
11340736,1383330600000,7853,2052,0.0011317196251166722
11340737,1383293400000,7853,2068,0.003816126534750881
11340738,1383330600000,7853,2157,0.00256623098669808
11340739,1383330600000,7853,2255,0.004537887326520494
11340740,1383322200000,7853,2344,0.0003890082393236608
11340741,1383330600000,7853,2353,0.004537887326520494
11340742,1383300000000,7853,2375,0.003047028826918376
11340743,1383330600000,7853,2451,0.00014810444920200546
11340744,1383300000000,7853,2473,0.0037607310978192096
11340745,1383322200000,7853,2547,0.0042891011024907095
11340746,1383333000000,7853,2563,0.0008700434670288265
11340747,1383298200000,7853,2632,0.017232899693033595
11340748,1383322200000,7853,2645,0.007017085130838249
11340749,1383325800000,7853,2657,0.0059169256043722215
11340750,1383333000000,7853,2661,6.564560481572888e-05
11340751,1383333000000,7853,2668,0.0010889489275801292
11340752,1383300000000,7853,2676,0.003865531033581465
11340753,1383298200000,7853,2730,0.006319583201256599
11340754,1383322200000,7853,2743,0.0007674320637838506
11340755,1383325800000,7853,2755,0.003978107759259926
11340756,1383333000000,7853,2766,0.001784474642688702
11340757,1383300000000,7853,2774,0.0012277687668520345
11340758,1383333000000,7853,2864,0.001784474642688702
11340759,1383261000000,7853,2930,0.0003020152812367353
11340760,1383304200000,7853,2938,4.789821092393003e-05
11340761,1383303000000,7853,2958,0.005268515813284687
11340762,1383325800000,7853,2958,0.0010631040231854458
11340763,1383333000000,7853,2962,0.001784474642688702
11340764,1383333000000,7853,2969,0.001778798019190036
11340765,1383261000000,7853,3028,0.0009042288868236539
11340766,1383304200000,7853,3036,0.0002811118961265941
11340767,1383303000000,7853,3056,0.005877859018462564
11340768,1383333000000,7853,3060,1.9255471416455694e-06
11340769,1383333000000,7853,3067,0.001784474642688702
11340770,1383320400000,7853,3122,0.010635586885291664
11340771,1383327600000,7853,313,0.0005626975446007684
11340772,1383304200000,7853,3141,0.0013434639224175554
11340773,1383303000000,7853,3154,0.0016564237786285225
11340774,1383333000000,7853,3165,0.00029785591567362923
11340775,1383261000000,7853,3231,0.003407531942594816
11340776,1383304200000,7853,3239,0.0030504087642220677
11340777,1383319200000,7853,3252,0.0013624758436208296
11340778,1383303000000,7853,3259,0.000505599390293661
11340779,1383261000000,7853,3329,0.003463124538668003
11340780,1383304200000,7853,3337,0.0030504087642220677
11340781,1383319200000,7853,3350,0.0013865983226307706
11340782,1383303000000,7853,3357,0.003421955543665606
11340783,1383333000000,7853,3368,9.50293724009086e-06
11340784,1383261000000,7853,3427,0.0020409294316848245
11340785,1383319200000,7853,3455,0.0005966420212360736
11340786,1383298800000,7853,3473,0.0001915763449616431
11340787,1383261000000,7853,3532,0.00344154985098467
11340788,1383304200000,7853,3540,0.0030403206347083306
11340789,1383319200000,7853,3553,0.004153510226508411
11340790,1383298800000,7853,3571,0.009221370680109841
11340791,1383330600000,7853,3571,0.008805863139160248
11340792,1383333600000,7853,3572,0.003226245154778712
11340793,1383261000000,7853,3630,0.0027786777463567466
11340794,1383304200000,7853,3638,6.639199632977925e-05
11340795,1383319200000,7853,3651,0.004153510226508411
11340796,1383298800000,7853,3669,0.010048105029154377
11340797,1383330600000,7853,3669,0.007906619258778834
11340798,1383333600000,7853,3670,0.008271913275282898
11340799,1383313200000,7853,3737,0.0017228570876884658
11340800,1383319200000,7853,3756,0.0012988305229913958
11340801,1383333600000,7853,3768,0.00022291974920446864
11340802,1383308400000,7853,3796,0.00042257300763458094
11340803,1383319200000,7853,3854,0.004073460540492982
11340804,1383330600000,7853,3872,0.001074203057604758
11340805,1383316800000,7853,3875,0.005997301539361825
11340806,1383308400000,7853,3894,0.0016029431243021939
11340807,1383313200000,7853,3940,0.0016970273365287392
11340808,1383315600000,7853,3972,0.018575851953739786
11340809,1383316800000,7853,3973,0.0008872225083228078
11340810,1383308400000,7853,3992,0.00011720490896911929
11340811,1383308400000,7853,3999,0.000565629622263595
11340812,1383312600000,7853,4030,0.0236909976063328
11340813,1383327600000,7853,404,0.00021932447948105717
11340814,1383323400000,7853,4067,0.009037981120194277
11340815,1383316800000,7853,4078,0.00010713207047873784
11340816,1383308400000,7853,4097,0.0016709455578654945
