amenity,id,lat,lon
waste_basket,2915600899,45.5879132,9.2665621
waste_basket,2915600984,45.5845384,9.2721267
waste_basket,2915600987,45.5856046,9.2788811
waste_basket,2915600988,45.5856345,9.2781079
waste_basket,2915600989,45.5858228,9.277313
waste_basket,2915600990,45.58586,9.2748764
waste_basket,2915600993,45.5864886,9.275758
waste_basket,2915600994,45.5867785,9.2696468
waste_basket,2915600995,45.5868441,9.2698534
waste_basket,2915601001,45.5847275,9.2739736
waste_basket,2915601004,45.5847382,9.2732293
waste_basket,2915601006,45.5847685,9.2772077
waste_basket,2915601007,45.5848337,9.2739895
waste_basket,2915601008,45.5848741,9.2732311
waste_basket,2915601010,45.5848915,9.2742666
waste_basket,2915601011,45.5848994,9.2772059
waste_basket,2915601012,45.5849124,9.2730475
waste_basket,2915601013,45.5848986,9.2714085
waste_basket,2915601014,45.5850564,9.2808614
waste_basket,2915601015,45.585877,9.2792256
waste_basket,2915601023,45.586207,9.2757121
waste_basket,2915601098,45.5875413,9.267201
waste_basket,2915601202,45.5868952,9.2692358
waste_basket,2915601203,45.5869543,9.2767323
waste_basket,2915601302,45.5875589,9.2726533
waste_basket,2915601506,45.5881082,9.2661007
bicycle_parking,2915633265,45.4832932,9.190058
bicycle_parking,2915633266,45.4833013,9.1906593
bicycle_parking,2915633267,45.486956,9.1964938
parking_space,2915639668,45.5032589,9.3539785
parking_space,2915662259,45.5446081,9.4372127
parking_space,2915662260,45.5454503,9.4366232
bench,2915759399,45.6004886,9.2825869
bench,2915762980,45.6004752,9.2776141
bench,2915762999,45.6006682,9.2776353
bench,2915808697,45.5950911,9.2752402
bench,2915809081,45.6002421,9.282553
bench,2915809083,45.6002822,9.2775717
waste_basket,2915810286,45.5957822,9.2811477
bench,2915810287,45.595907,9.2821153
bench,2915810289,45.5961022,9.2819263
bench,2915810294,45.5964465,9.2821922
library,2915810484,45.6036966,9.2839708
waste_basket,2915810922,45.5950852,9.2751977
bench,2915810924,45.5951408,9.2752635
waste_basket,2915810925,45.5951609,9.2754354
bench,2915810926,45.5953679,9.2818146
bench,2915810929,45.5954813,9.2818986
bench,2915810930,45.5955085,9.2820589
bench,2915810931,45.5955189,9.2821968
bench,2915810932,45.5955358,9.2791276
bench,2915810933,45.5955456,9.2820313
bench,2915810934,45.5955901,9.2820249
bench,2915810935,45.5956041,9.2796326
bench,2915810936,45.5956308,9.2806342
bench,2915810937,45.5956519,9.2820484
bench,2915811008,45.5961603,9.2821602
bench,2915811024,45.5974155,9.282319
bench,2915811106,45.5963773,9.2819473
waste_basket,2915811113,45.596497,9.2822053
bench,2915811126,45.597155,9.2784518
bench,2915811131,45.5978353,9.282375
bench,2915811133,45.5979411,9.2821705
bench,2915811202,45.595412,9.2818056
bench,2915811203,45.5954407,9.2794374
bench,2915811204,45.5954582,9.2818296
bench,2915811205,45.5955055,9.2821225
waste_basket,2915811206,45.5955126,9.2819019
bench,2915811207,45.5955179,9.2799509
bench,2915811209,45.5955464,9.2819046
bench,2915811210,45.595601,9.2818986
bench,2915811211,45.5956514,9.2818926
bench,2915811212,45.5956932,9.280231
bench,2915811583,45.5982332,9.2824556
waste_basket,2915811587,45.5982733,9.2824679
bench,2915811803,45.5966796,9.2820103
bench,2915811808,45.5967919,9.2822214
bench,2915811828,45.5971332,9.2821093
bench,2915811830,45.5971452,9.2822681
bench,2915811835,45.5971834,9.2784008
bench,2915811853,45.5975591,9.282126
bench,2915811854,45.5976571,9.2823411
bench,2915811855,45.5977406,9.2821535
bench,2915811859,45.5979986,9.2824132
bench,2915811865,45.598183,9.2822079
bench,2915811871,45.599914,9.2774868
bench,2915811904,45.6000373,9.2825105
bench,2915811907,45.6001189,9.2775504
waste_basket,2915812001,45.598399,9.2822423
bench,2915812003,45.5984494,9.2824758
waste_basket,2915812004,45.5984607,9.2749862
bench,2915812007,45.598592,9.2822848
bench,2915812009,45.5986543,9.2825097
bench,2915812016,45.5988384,9.2823018
bench,2915812020,45.5989186,9.2825521
waste_basket,2915812022,45.5989935,9.2751399
bench,2915812023,45.5990114,9.2752799
bench,2915812025,45.5990262,9.275437
bench,2915812026,45.5990559,9.2756067
waste_basket,2915812027,45.5990632,9.2823325
bench,2915812028,45.5990886,9.2757765
drinking_water,2915812029,45.5991234,9.2822321
bench,2915812030,45.5991955,9.2762348
bench,2915812032,45.59924,9.2763919
waste_basket,2915812034,45.5992875,9.2765531
waste_basket,2915812035,45.5993135,9.2824261
waste_basket,2915812036,45.5993328,9.2825916
bench,2915812038,45.5993707,9.2767696
bench,2915812039,45.5993729,9.2824282
bench,2915812042,45.5994508,9.2769181
bench,2915812043,45.5995369,9.2770624
bench,2915812048,45.599623,9.2771982
waste_basket,2915812052,45.5997507,9.2773467
bench,2915812053,45.5997581,9.2824511
bench,2915812056,45.5997982,9.2774104
bench,2915812391,45.6012784,9.2827142
bench,2915812402,45.6007529,9.2826251
waste_basket,2915812411,45.6009617,9.2826399
waste_basket,2915812414,45.6009949,9.2777032
bench,2915812415,45.6010349,9.2826548
bench,2915812417,45.6011017,9.2777202
bench,2915812421,45.6011968,9.2777414
bench,2915812425,45.6014313,9.2777711
waste_basket,2915812451,45.6016243,9.2829602
bench,2915812459,45.6037321,9.2833093
bench,2915812502,45.6014803,9.2827185
waste_basket,2915812504,45.6015214,9.2829362
bench,2915812506,45.6033311,9.2829867
bench,2915812512,45.6036083,9.2830647
bench,2915812518,45.6036891,9.2833003
waste_basket,2915812606,45.6022916,9.2777555
bench,2915812607,45.6024371,9.2776622
bench,2915812837,45.6016243,9.2777839
bench,2915812839,45.6020036,9.2778065
bench,2915812842,45.6022016,9.2828186
bench,2915812903,45.6017876,9.2778093
waste_basket,2915812912,45.6021988,9.2830728
bench,2915812913,45.6022085,9.2777768
bench,2915812921,45.6030624,9.2829567
bench,2915813002,45.6025123,9.2828427
bench,2915813007,45.6027685,9.2829027
toilets,2915813717,45.6042691,9.2841124
bench,2915814159,45.6048368,9.283237
bench,2915814635,45.6050153,9.283258
bench,2915849072,45.4932138,9.2004741
waste_basket,2915849073,45.493037,9.1999779
bench,2915849074,45.4931592,9.2005036
bench,2915849076,45.4930652,9.2001468
parking,2915852972,45.4886085,9.1964849
fountain,2915933053,45.4921615,9.1673992
drinking_water,2915933055,45.49206,9.1672087
restaurant,2916020157,45.4846086,9.2165504
pub,2916062361,45.4316491,8.6268834
fast_food,2916091852,45.4316788,8.6372306
bicycle_parking,2916108712,45.4192649,9.2543024
restaurant,2916155885,45.4276613,9.2496774
bicycle_parking,2916197872,45.4137812,9.2709947
telephone,2916220958,45.425803,9.2945756
restaurant,2916231770,45.4660583,9.1378821
restaurant,2916231771,45.4633645,9.1376675
restaurant,2916231772,45.4633871,9.137925
recycling,2916235041,45.4197338,9.3088906
telephone,2916239142,45.4180206,9.3099956
motorcycle_parking,2916981438,45.4620203,9.220265
post_box,2916981443,45.4619486,9.2214589
recycling,2917020243,45.448627,9.2208742
taxi,2917137891,45.5088235,9.1890709
parking_entrance,2917463418,45.4801955,9.2252656
parking_entrance,2917505874,45.4802515,9.2265807
telephone,2917530852,45.4840859,9.2344189
recycling,2917530857,45.4838791,9.23403
bicycle_parking,2917530861,45.4839131,9.2341215
bench,2917530862,45.4841272,9.2345048
bank,2917535987,45.5710276,8.9288763
bar,2917535988,45.5716968,8.9261695
restaurant,2917616643,45.6350448,9.3514277
recycling,2917651145,45.4633928,9.2068861
clock,2917656594,45.4632969,9.2076693
post_box,2917660502,45.4637995,9.1995183
school,2917896010,45.3517015,9.3292809
school,2917896011,45.3515603,9.3294281
parking,2917896012,45.3496807,9.3287855
parking,2917896027,45.3521235,9.3291898
parking,2917896033,45.3545639,9.3297147
parking,2917897101,45.3557909,9.327691
parking,2917897106,45.3558337,9.3291243
parking_entrance,2917959122,45.5068777,9.1878324
parking_entrance,2917959139,45.5075087,9.1881362
drinking_water,2918341716,45.5945459,8.9228873
bench,2918634323,45.5588097,9.0238686
bicycle_parking,2918634639,45.5587741,9.0238898
recycling,2918658308,45.5556866,9.015929
parking,2918713682,45.5466105,9.0251878
parking,2918713698,45.5467347,9.0280901
parking,2918725100,45.5419426,9.0235514
drinking_water,2918842815,45.5664079,9.0681093
telephone,2918886678,45.566642,9.0704315
parking_entrance,2919153078,45.5167293,9.213483
telephone,2919519523,45.5788938,9.0963327
drinking_water,2920024376,45.4407565,9.2112897
bench,2920027132,45.4409786,9.2137626
bench,2920027134,45.4409221,9.213717
drinking_water,2920066744,45.4340073,9.1954403
drinking_water,2920186555,45.4381501,9.2089014
drinking_water,2920186567,45.4385081,9.2092108
bicycle_parking,2920193102,45.4368031,9.2108718
drinking_water,2920233074,45.4442631,9.1907647
drinking_water,2920446252,45.6775503,9.3912763
drinking_water,2920446253,45.677586,9.3913433
car_wash,2920446325,45.4324817,9.1736416
recycling,2920519843,45.4433843,9.1848732
toilets,2920519853,45.4413258,9.1851885
toilets,2920528087,45.4417945,9.1857356
bicycle_parking,2920564956,45.472582,9.2002592
vending_machine,2920569212,45.4711842,9.1995368
motorcycle_parking,2920572216,45.4706857,9.1998936
telephone,2921097126,45.4675726,9.1342581
parking,2921130403,45.4677835,9.1314118
recycling,2921148995,45.46551,9.1294174
parking,2921600543,45.4379097,9.1391399
waste_basket,2921848293,45.637594,9.0357122
bar,2921873981,45.6356336,9.0353705
bar,2921873982,45.6381906,9.0355105
restaurant,2921873983,45.6357096,9.0353742
waste_basket,2922090972,45.6392096,9.0375984
parking,2922974890,45.6197832,9.0496455
parking,2922974891,45.6190553,9.0487067
recycling,2923024597,45.4317083,9.1530178
theatre,2923033097,45.4324424,9.1489515
bar,2923033098,45.4322353,9.1494182
drinking_water,2923052155,45.4322052,9.1505555
drinking_water,2923069393,45.4249907,9.1684491
drinking_water,2923070951,45.4256212,9.1662712
bench,2923083885,45.4281173,9.169856
recycling,2923128880,45.4764975,9.2195128
post_box,2923140060,45.4810367,9.2173053
post_box,2923140061,45.4781012,9.2193214
fountain,2923310071,45.458509,9.1583544
fountain,2923310076,45.4585806,9.1583114
bar,2923333001,45.5183628,9.5904276
place_of_worship,2923526380,45.6755775,8.9231217
motorcycle_parking,2923529244,45.4987017,9.1047571
pharmacy,2923681030,45.3488744,8.6692129
toilets,2923699528,45.4406387,9.167469
toilets,2923699536,45.4399913,9.1673215
drinking_water,2923699542,45.4403941,9.1674154
bench,2923701659,45.441926,9.1672732
bench,2923811341,45.5322937,9.2085325
bench,2923811342,45.5323174,9.2085385
bench,2923811343,45.5323409,9.2085523
bench,2923811344,45.5321016,9.2084766
bench,2924360260,45.42798,9.1531924
bench,2924360268,45.4282492,9.1536752
bench,2924360272,45.4275132,9.1532487
bar,2924534398,45.5473,8.8838149
fast_food,2924534400,45.5462933,8.8833956
waste_basket,2924537302,45.6702886,9.4385943
bench,2924767603,45.4350486,9.1560309
bench,2924767623,45.435171,9.1556366
waste_basket,2924827014,45.6830859,8.7091163
waste_basket,2924827136,45.6828969,8.7098884
waste_basket,2924827164,45.6847758,8.7117818
waste_basket,2924827166,45.6850035,8.7119448
waste_basket,2924827174,45.686194,8.7127224
veterinary,2924895615,45.6861793,8.7111438
waste_basket,2924896412,45.6856378,8.7107019
waste_basket,2924896414,45.6868748,8.7117357
waste_basket,2924896503,45.6854458,8.7104001
restaurant,2925112395,45.5890131,9.2622548
post_box,2925113298,45.5888095,9.2634395
waste_basket,2925113315,45.5887706,9.2635493
fast_food,2925118060,45.5888052,9.2638382
clock,2925118067,45.5888171,9.2636756
cafe,2925119614,45.5890104,9.2628623
waste_basket,2925119618,45.5891875,9.2619502
restaurant,2925120716,45.5887326,9.2643179
pub,2925120717,45.5889366,9.2632418
cafe,2925123127,45.5891832,9.2620664
ice_cream,2925123128,45.58923,9.261815
clinic,2925129080,45.5901758,9.2626144
waste_basket,2925133966,45.5888142,9.2644637
restaurant,2925135700,45.5893655,9.2637394
waste_basket,2925136090,45.5783847,9.2728666
waste_basket,2925152656,45.5612432,9.2612306
atm,2925187748,45.5867731,9.2696055
fuel,2925660040,45.4033748,9.551727
bicycle_parking,2925660054,45.403452,9.547017
post_box,2925789127,45.4040037,9.5540069
parking,2925791631,45.4056815,9.5540442
bar,2925791632,45.4050017,9.5529555
parking,2925791633,45.4065438,9.552982
place_of_worship,2925791634,45.4052447,9.553044
parking,2925791639,45.4063708,9.5531537
bar,2925791640,45.40532,9.552419
parking,2925791642,45.4055194,9.5537384
emergency_phone,2926015659,45.4503008,9.2247554
recycling,2926015660,45.4504788,9.2247738
recycling,2926072343,45.4434225,9.2220601
townhall,2926539552,45.7046646,9.3829211
post_office,2926539569,45.7047599,9.3827613
social_facility,2926539570,45.70481,9.3825512
cafe,2927480414,45.5939555,8.9311224
restaurant,2927480421,45.5933954,8.9186043
ice_cream,2927480424,45.5901585,8.9197133
parking,2927480471,45.5891993,8.9240577
fuel,2927525838,45.5643543,8.9332675
parking,2927525839,45.5646228,8.9328223
restaurant,2927525848,45.5641549,8.9145736
nightclub,2927751833,45.613084,8.9282643
recycling,2928201353,45.6394862,8.9101591
bench,2929381557,45.431475,8.6371447
bench,2929381558,45.4314297,8.6372266
bench,2929381559,45.431387,8.6373011
restaurant,2929413118,45.4400526,8.6241152
bar,2930160478,45.4610097,8.8916892
recycling,2931096703,45.5148204,9.187896
recycling,2931096723,45.5149331,9.1890979
toilets,2931435058,45.4576517,9.2551997
telephone,2931849745,45.4216658,9.2029798
drinking_water,2932560532,45.4506408,8.6243346
bench,2932642576,45.5170581,9.2531896
bench,2932642579,45.5157104,9.2538173
bench,2932643606,45.5158064,9.2544261
bench,2932643620,45.5216378,9.2438102
bench,2932643661,45.5217507,9.2442957
bench,2932643676,45.5212395,9.2442903
bicycle_parking,2932644667,45.5203073,9.2437888
bench,2932649453,45.5235999,9.2461837
bicycle_parking,2932649467,45.5235679,9.246114
bench,2932654067,45.5245789,9.2439309
bicycle_parking,2932659695,45.5221197,9.2432465
bicycle_parking,2932703654,45.5238648,9.248705
telephone,2932719314,45.5233938,9.2466043
telephone,2932735307,45.525506,9.2497425
bench,2932776486,45.5314965,9.3468211
bench,2932776491,45.5315017,9.3471146
bench,2932776610,45.5317382,9.3476299
bench,2932776621,45.5318549,9.3475131
shelter,2932798311,45.530888,9.247676
bicycle_parking,2932851840,45.5337548,9.2535753
post_box,2932851867,45.5318665,9.2454513
bicycle_parking,2932859029,45.5335518,9.2531864
restaurant,2933030259,45.4612432,9.1356707
restaurant,2933035293,45.458517,9.1312293
recycling,2933180896,45.4922895,9.3001864
bicycle_parking,2933180901,45.4923178,9.3001086
parking_entrance,2933184193,45.4956099,9.3072461
toilets,2933186907,45.4936151,9.3046227
bicycle_parking,2933203091,45.487034,9.2995939
bar,2933256401,45.4694588,9.2220332
bank,2933256402,45.46842,9.2227561
restaurant,2933256403,45.4683846,9.2229255
bicycle_parking,2933281114,45.518667,9.2941139
post_box,2933366162,45.4839167,8.9596642
post_box,2933373742,45.4865152,8.9549736
telephone,2934032233,45.4920456,8.9741696
post_box,2934032248,45.4920099,8.9738584
fountain,2934037553,45.4887143,8.9760204
fountain,2934037578,45.4876192,8.9735473
telephone,2934042372,45.4873878,8.9766825
post_box,2934042373,45.4873878,8.9765484
bicycle_parking,2934042376,45.4875721,8.9725841
cafe,2934328453,45.6970792,9.0393877
parking,2934454208,45.4874727,8.9846409
recycling,2934475788,45.486226,8.997202
telephone,2934476509,45.4855829,8.9969472
fast_food,2934566423,45.4644149,9.1365003
recycling,2934629690,45.499837,9.0058196
telephone,2934636956,45.4995345,9.0054626
bar,2934636966,45.4996284,9.0054197
drinking_water,2935108228,45.4794631,9.1426421
clock,2935130919,45.5015365,9.0260462
library,2935130925,45.5013239,9.0266392
townhall,2935130931,45.5019518,9.0259577
parking,2935143077,45.5015251,9.0246676
recycling,2935143078,45.5016248,9.023828
parking,2935155377,45.5015101,9.023659
post_box,2935155386,45.5059444,9.0252521
telephone,2935166026,45.505108,9.0222992
recycling,2935166036,45.5059444,9.0251556
bar,2935181634,45.5058768,9.0256629
bar,2935184098,45.5715813,8.934452
bar,2935285356,45.4883432,9.0230692
bicycle_parking,2935285372,45.4882868,9.023029
fast_food,2935373801,45.489007,9.1872235
bar,2935392967,45.54595,8.882944
police,2935392968,45.5463933,8.8833678
fuel,2935392995,45.5531885,8.8866296
recycling,2935549865,45.4868296,9.0281762
recycling,2935549889,45.4868689,9.0283615
recycling,2935556460,45.4881496,9.0277738
place_of_worship,2935573621,45.4861434,9.0290395
restaurant,2935633272,45.468851,9.1721546
restaurant,2935633733,45.4694801,9.1713202
theatre,2935664899,45.5938321,9.2732084
waste_basket,2935665111,45.5844046,9.2715699
waste_basket,2935665518,45.5802927,9.2731235
waste_basket,2935665521,45.5843607,9.2712415
waste_basket,2935684023,45.5852015,9.2686178
embassy,2935684160,45.5852164,9.268239
waste_basket,2935684169,45.5860098,9.2681156
bench,2935684170,45.5860123,9.2681577
bench,2935684823,45.5860418,9.2680807
fast_food,2935720146,45.5865035,9.2643852
waste_basket,2935723162,45.586567,9.2649933
recycling,2935723167,45.58665,9.2650522
drinking_water,2935724215,45.5882962,9.2612604
restaurant,2935765513,45.5858097,9.2616799
post_box,2935771301,45.4855251,9.0263901
waste_basket,2935774088,45.5857181,9.2616642
waste_basket,2935818718,45.5871454,9.2618105
bicycle_parking,2935925993,45.48651,9.0281625
drinking_water,2936061803,45.6296701,9.2788453
drinking_water,2936061804,45.629742,9.2820506
drinking_water,2936061805,45.6428932,9.2923482
recycling,2936651470,45.4897217,8.9568241
bicycle_parking,2936670324,45.4912936,8.9556812
bicycle_parking,2936670330,45.4913895,8.9558612
bar,2936705605,45.4889771,8.9668203
parking,2936723537,45.4890843,8.9708972
bicycle_parking,2937026558,45.477695,9.2240921
bench,2937047523,45.4780637,9.2244765
bench,2937047524,45.478063,9.2245195
bench,2937047525,45.478181,9.2245225
bench,2937047526,45.478181,9.2244755
bench,2937047527,45.4780125,9.2248064
bench,2937047528,45.4781929,9.2247973
bank,2937637315,45.5539249,9.221278
bench,2937729475,45.4778417,9.225108
bench,2937729476,45.4778576,9.2251104
bench,2937729477,45.4778751,9.2250985
bench,2937729478,45.4780127,9.2248106
bench,2937729479,45.4781612,9.2249462
bench,2937729480,45.4781901,9.2247573
bench,2937729488,45.4785566,9.2251068
bench,2937729489,45.4785574,9.2252031
bicycle_parking,2937798717,45.4776777,9.2243178
theatre,2937821817,45.4615135,9.1918702
drinking_water,2938844106,45.5399736,8.9553648
bank,2939386690,45.479565,9.0546922
restaurant,2939447479,45.4558362,9.3461777
restaurant,2939447480,45.4566419,9.345762
restaurant,2939447481,45.4565473,9.3452349
restaurant,2939447482,45.4567515,9.3453608
post_box,2939447810,45.4799809,9.0548954
fast_food,2939473199,45.478971,9.0549305
recycling,2939492970,45.4786116,9.0568648
bar,2939755972,45.4741163,9.3522657
library,2939755982,45.4746907,9.3515421
telephone,2939847008,45.4845371,9.0527936
recycling,2939847012,45.4840013,9.0530189
post_box,2939852557,45.4841216,9.0529626
bar,2939858925,45.4846026,9.0530776
drinking_water,2940201372,45.465757,9.3394886
restaurant,2940663296,45.4672431,9.3394192
doctors,2940663311,45.4667426,9.3388508
telephone,2940716225,45.5107359,9.0795187
townhall,2940755549,45.5103788,9.0892283
bicycle_parking,2940755555,45.5103525,9.0892739
telephone,2940755561,45.5104315,9.0894455
police,2940764900,45.510994,9.0894184
parking,2940774009,45.5108317,9.0875036
telephone,2940774011,45.5109653,9.0861388
waste_basket,2940792976,45.5743333,8.9236153
waste_basket,2940792977,45.5744667,8.9241494
bench,2940792978,45.5744108,8.9236071
bench,2940792979,45.5744872,8.923643
bench,2940792980,45.5745476,8.9237065
bench,2940792981,45.5745955,8.9238986
bench,2940792982,45.574575,8.9240077
bench,2940792983,45.5745396,8.9240826
library,2940792990,45.5738979,8.9246867
recycling,2940792997,45.5654875,8.9320627
recycling,2940792998,45.5654827,8.9320499
library,2940793403,45.5944842,8.9500549
