CVE_GEOAGE,idw_arts_centre,idw_atm,idw_bank,idw_bar,idw_bench,idw_bicycle,idw_bureau_de_change,idw_bus_station,idw_cafe,idw_car_wash,idw_cinema,idw_college,idw_community_center,idw_drinking_water,idw_fast_food,idw_fire_station,idw_fountain,idw_fuel,idw_hospital,idw_ice_cream,idw_internet_cafe,idw_kindergarten,idw_library,idw_love_hotel,idw_marketplace,idw_nightclub,idw_parking,idw_pharmacy,idw_place_of_worship,idw_police,idw_post_box,idw_post_office,idw_prison,idw_public_building,idw_restaurant,idw_school,idw_swimming_pool,idw_taxi,idw_telephone,idw_theatre,idw_toilet,idw_townhall,idw_university,idw_veterinary,idw_waste
0900200010769,122.744208391913,38.2431725446653,10.3476699594757,19.8970082743276,58.1806777997712,10.9830078154088,235.352121222201,48.8643482664168,6.55042537950022,46.9950121051343,15.7930350330974,202.687953411114,433.455076393124,39.2655691993412,10.7216799597653,102.363050486743,40.8684048802624,15.3866408794383,20.5093597985878,163.041533023303,893.709005969253,56.4996407609638,40.9274340146176,206.982509142745,43.1225642716222,93.8298517438006,6.16356775174745,7.71736463046535,16.6717398357538,28.1367112931994,241.200963730215,43.2393982438868,917,208.084533864597,3.66013410118708,12.01109866417,150.870283222001,21.4412798519007,19.8644839685305,75.427097913576,33.7528526614675,110.792937583961,54.1651080290308,39.9251403795292,59.5832777149479
0900200010576,120.921289566777,35.2152080102975,7.6902015027558,21.0490888076473,67.4535154950357,10.6790019501009,233.558814837141,51.5857137371578,6.51191055728953,50.0745599403889,15.8284630892941,205.491783096312,470.211365638906,39.1736997555326,9.40333442781725,90.8008669948575,44.614931679092,17.984828460339,16.4057499091673,164.833470620852,898.618535420414,50.5396976757933,42.8204680507668,204.573884471389,43.0845152969871,95.0917473437216,6.18468136711264,7.455759332559,15.6172423810925,26.8674727884787,242.023128170663,48.1336739319412,917,203.002336504294,3.53931236796869,10.2660882978206,162.493205893513,22.4366729866475,17.6281963776894,65.2247554860022,34.2250614463312,107.548355555081,56.3603246249335,38.2269320308579,59.6392832285893
090020001081A,109.801749024246,41.0567699028159,8.19198250369546,14.3093070360767,41.9128931225283,12.3540984567039,215.890985378333,42.8437088866181,4.84422017877214,32.4395927811038,15.1005794347,202.646330077463,282.345387512313,41.240567625575,25.1152004009475,211.186292107309,26.8261142705231,10.824410109678,23.7196367634111,157.642941145934,779.022776671818,36.2152762194898,40.1282883183029,204.995098621818,38.9612789800069,77.8890758378095,6.15709431584837,13.4201353289263,15.3615346331344,29.2375040541002,235.752733108,43.7582531028225,917,225.15078964449,2.86111352520366,12.8513407689074,114.676158210544,20.6634554402228,16.1546913322389,37.83694903044,35.7225438611103,133.825601307572,56.7230735601246,46.0574621979391,59.4966464808123
0900200010415,119.564615433203,34.6496292940869,7.57725479325285,21.4643895728747,89.5630484658347,10.6733951509731,231.854319247174,52.3929298706154,6.6457240672153,51.7920197847184,17.3861393059593,207.706531167401,482.827185471417,40.045311880398,9.61660698827533,91.7982685680665,49.6795325618413,21.5240991905278,17.6349117931875,166.084967256037,898.670352460925,45.5802211477607,45.4513325446895,202.368488534179,43.0188693395735,95.8291517423207,6.39481522332479,7.67112295405752,13.9769864790286,27.9537295325896,241.539473785151,50.3310081945954,917,202.67557039776,3.50210807520452,11.4557963869793,168.288963461447,23.3975672838783,17.1179586939991,57.4774771564923,40.214815635396,109.020975642915,61.5913214678071,40.0289511816072,59.9484137675117
0900200010881,117.062265910198,37.5976502171702,8.48200008693148,19.8630488886455,115.240921673208,11.1749995747203,227.170218730469,52.6823452107476,7.05978104772834,52.9668427913583,19.6618942158628,207.950467897159,475.180354525126,42.0930908860319,11.5350165329965,93.4623806197175,54.4676189808715,18.5338823291941,25.4070678506654,167.160079857552,884.706258131219,41.622965260198,47.9474247426583,203.364279327671,58.2420259839316,95.3687308133381,7.59819451324881,8.69915684149699,14.1520049308523,30.2534977199326,235.796341730111,50.0694710327257,917,208.873838039823,3.47302461143933,31.6213543938475,170.82578327344,24.2518253226623,16.6981149722877,50.8438919736013,51.0074706382053,127.535154310126,74.4856823603843,47.8270324476213,60.7145877388068
0900200010877,115.446914358129,38.1523406365411,7.36373899205745,18.9559516649411,154.596691018867,11.1569522332336,222.841791443833,53.1582528357131,9.5703319689009,56.1856362749415,23.0635453167094,206.96333872095,471.587875648479,42.9244560781523,8.33503232712568,92.4302947525848,55.9312908315286,15.6602770375986,40.7491514058018,168.725535653424,867.870337248644,39.6621420239485,50.5271111136107,202.323193509924,73.3724955282871,95.3404655451514,8.66178995415251,8.53113567328376,14.5627687213765,33.7361752246994,231.437446500532,49.7195995442812,917,208.119557820362,3.42417555260628,29.3172098648697,173.689199321139,25.3449011810984,16.3064326824318,47.1855729677337,61.8475283229393,133.496841105595,82.4685421974608,52.2056162746742,61.1181877233233
0900200010222,112.229135935491,39.7258409674243,6.87080330233753,17.0974991383418,95.7039181414296,11.6138600237138,212.257775109602,51.825796147064,6.55536216401099,46.580121341504,19.256978017837,197.77471795778,409.170544873846,42.8175016077289,7.24289464682655,79.5186143499,37.2937560034071,16.1173911322569,32.1422314994408,166.582938409938,802.163961848928,27.517547057391,35.5702784545531,202.851428896926,99.3462156403624,89.5132136557508,9.39909493670809,8.70636640915268,12.8067608502101,28.0637959424408,231.89387985223,42.0110671993734,917,213.067793614736,3.04807851290664,37.3387816496572,156.247424255468,24.5589331360664,15.3473115330829,43.061025054393,51.1206542623931,143.258260074147,80.6075421040834,53.145649778558,61.0042926751842
0900200010326,111.444901823559,39.8040063906727,6.58440552588534,16.719876975456,80.9658152223028,11.6651288660516,211.370321946485,51.0768614306767,5.38936778525594,43.0917946096855,17.6319299319944,200.786004591497,389.909978092499,42.6623026070867,5.78423624455889,70.6447718266937,34.2369181135181,19.522111826473,22.8828939616001,165.443541158519,789.017093665428,19.846869747038,29.7530040257204,203.201303833691,67.4488221848902,87.3256353463762,8.83613325025114,11.2040868559665,10.1803577924058,24.5409567248749,232.739004095312,37.3187712471666,917,214.085089799541,2.65416912350332,33.5534442698367,149.987461831008,24.059604398446,15.1760034830271,42.2752244741102,47.5397774059425,142.963047541083,78.5604200399846,52.3112891935624,60.8791315705394
090020001035A,114.181386321276,38.2160859944198,9.7016911060921,17.2132889337257,101.423105845063,11.5139513999063,222.30891666323,52.039110455539,6.95979693702143,47.5321793305996,19.7555590648987,203.579242150441,414.994081305424,42.3963921540178,17.6847715615893,97.0536337786423,38.2866064372377,19.986438319053,30.026297696641,166.826072092627,847.095826374725,36.2682160734992,39.4204052162499,203.934586844173,66.007147530975,90.1754243484521,7.97522507022644,9.93791899753644,18.988388563626,29.1093809352476,235.089730807482,43.3622806314637,917,213.745365556256,3.22018583525355,49.2015802145342,158.253843860971,24.5716607015886,16.8165950857212,47.5417689555585,52.4115374404777,130.594439122744,77.242389989021,49.3407424598587,60.8570183839951
0900200011004,110.04152221926,45.4151437769766,7.07425416752254,17.90516337206,64.6587173813917,12.1685429769919,199.505744593081,51.145240008452,5.82628488172654,50.1288934742522,21.0958581877903,194.416111677099,363.21817499428,44.5476063836038,6.90585954311757,101.748310185427,29.6298043524713,14.7568516839604,24.721934483288,166.686753079002,705.089321999739,84.4342645779539,37.9583733442891,202.957068708507,60.5600939038662,84.1386075341585,13.546707423949,8.10331090852599,14.5409296942817,31.817225178842,232.96914248047,68.9604075749606,917,219.520268618307,3.3561665652338,15.4964373563297,146.875341727668,25.3316823852045,14.588657958019,44.4709942537972,46.2195907326733,183.193405221902,104.954397742003,76.5790516577672,61.8812192784098
